,Unnamed: 0,Unnamed: 0.1,year,name,writer,category,winner,num 1 stars,num 2 stars,num 3 stars,num 4 stars,num 5 stars,average rating,average_rating_w,num_ratings,num_reviews,url,daystocom,isbn,times_appred_NYTime,avgrank_NYTime,bestRank,listnames
2456,2456,2456,2011,Cross My Heart,['Katie Klein'],Young Adult Fiction,0,0.01,0.03333333333333333,0.11333333333333333,0.4033333333333333,0.44,4.23,3.92,24327.0,1151.0,https://www.goodreads.com/book/show/10801027-cross-my-heart?from_choice=true,267.0,1230000005499,0.0,inf,inf,0.0
2457,2457,2457,2011,Spoiled,"['Heather Cocks', 'Jessica  Morgan']",Young Adult Fiction,0,0.010135135135135136,0.08108108108108109,0.35135135135135137,0.40540540540540543,0.15202702702702706,3.608108108108108,3.77,47131.0,6360.0,https://www.goodreads.com/book/show/9415966-spoiled?from_choice=true,189.0,0316098256,0.0,inf,inf,0.0
2458,2458,2458,2011,The Running Dream,['Wendelin Van Draanen'],Young Adult Fiction,0,0.0,0.010238907849829351,0.15699658703071673,0.4266211604095563,0.4061433447098976,4.228668941979522,4.04,160080.0,14678.0,https://www.goodreads.com/book/show/8354134-the-running-dream?from_choice=true,330.0,0375866671,0.0,inf,inf,0.0
2459,2459,2459,2011,Reason to Breathe,['Rebecca Donovan'],Young Adult Fiction,0,0.006688963210702341,0.03678929765886288,0.1137123745819398,0.3311036789297659,0.5117056856187291,4.304347826086956,4.26,207527.0,14646.0,https://www.goodreads.com/book/show/11561469-reason-to-breathe?from_choice=true,211.0,B00505AZRS,0.0,inf,inf,0.0
2460,2460,2460,2011,Chain Reaction,['Simone Elkeles'],Young Adult Fiction,0,0.010309278350515464,0.041237113402061855,0.1855670103092784,0.3264604810996564,0.436426116838488,4.13745704467354,4.08,492650.0,25499.0,https://www.goodreads.com/book/show/8662836-chain-reaction?from_choice=true,113.0,0802720870,2.0,8.5,8.0,1.0
2461,2461,2461,2011,Shine,['Lauren Myracle'],Young Adult Fiction,0,0.02372881355932204,0.03728813559322034,0.15254237288135594,0.4101694915254237,0.37627118644067803,4.077966101694916,3.72,238008.0,24130.0,https://www.goodreads.com/book/show/8928054-shine?from_choice=true,220.0,0810984172,0.0,inf,inf,0.0
2462,2462,2462,2011,We'll Always Have Summer,['Jenny Han'],Young Adult Fiction,0,0.013605442176870748,0.04421768707482993,0.10884353741496597,0.2891156462585034,0.54421768707483,4.306122448979592,4.09,1088099.0,105066.0,https://www.goodreads.com/book/show/8680278-we-ll-always-have-summer?from_choice=true,225.0,1416995587,2.0,9.0,8.0,1.0
2463,2463,2463,2011,"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",['E. Lockhart'],Young Adult Fiction,0,0.006688963210702341,0.023411371237458192,0.1806020066889632,0.4648829431438127,0.32441471571906355,4.076923076923077,3.79,536062.0,60310.0,https://www.goodreads.com/book/show/8013391-real-live-boyfriends?from_choice=true,344.0,038573428X,0.0,inf,inf,0.0
2464,2464,2464,2011,Flat-Out Love,['Jessica Park'],Young Adult Fiction,0,0.013513513513513514,0.020270270270270268,0.0945945945945946,0.3310810810810811,0.5405405405405406,4.364864864864865,4.03,119451.0,12942.0,https://www.goodreads.com/book/show/11096647-flat-out-love?from_choice=true,240.0,B004W9BYR8,0.0,inf,inf,0.0
2465,2465,2465,2011,Beauty Queens,['Libba Bray'],Young Adult Fiction,0,0.03436426116838488,0.06872852233676978,0.1958762886597938,0.3470790378006873,0.3539518900343643,3.9175257731958766,3.84,590145.0,51862.0,https://www.goodreads.com/book/show/9464733-beauty-queens?from_choice=true,197.0,0439895979,1.0,9.0,9.0,1.0
2466,2466,2466,2011,Townie,['Andre Dubus III'],Memoir & Autobiography,0,0.034129692832764506,0.1296928327645051,0.2798634812286689,0.3583617747440273,0.19795221843003413,3.556313993174061,3.83,139942.0,7378.0,https://www.goodreads.com/book/show/8248617-townie?from_choice=true,282.0,0393064662,17.0,2.1064336800350176,4.0,4.0
2467,2467,2467,2011,Stories I Only Tell My Friends,['Rob Lowe'],Memoir & Autobiography,0,0.010101010101010102,0.06734006734006734,0.26262626262626265,0.4882154882154882,0.1717171717171717,3.7441077441077435,3.78,69489.0,6180.0,https://www.goodreads.com/book/show/10211494-stories-i-only-tell-my-friends?from_choice=true,225.0,080509329X,0.0,inf,inf,0.0
2468,2468,2468,2011,"Tiger, Tiger",['Margaux Fragoso'],Memoir & Autobiography,0,0.03780068728522337,0.1168384879725086,0.28865979381443296,0.3848797250859107,0.1718213058419244,3.536082474226804,3.68,4131.0,686.0,https://www.goodreads.com/book/show/8979038-tiger-tiger?from_choice=true,281.0,0374277621,2.0,26.5,24.0,1.0
2469,2469,2469,2011,"This Is Gonna Hurt: Music, Photography, And Life Through The Distorted Lens Of Nikki Sixx",['Nikki Sixx'],Memoir & Autobiography,0,0.010135135135135136,0.06756756756756757,0.10135135135135136,0.25675675675675674,0.5641891891891891,4.297297297297297,4.15,61907.0,4029.0,https://www.goodreads.com/book/show/9202591-this-is-gonna-hurt?from_choice=true,239.0,0062061879,5.0,1.4416666666666669,4.0,1.0
2470,2470,2470,2011,A Stolen Life,['Jaycee Dugard'],Memoir & Autobiography,0,0.0,0.07931034482758621,0.2413793103448276,0.40344827586206894,0.27586206896551724,3.875862068965517,3.89,93199.0,7989.0,https://www.goodreads.com/book/show/11330361-a-stolen-life?from_choice=true,148.0,1451629184,0.0,inf,inf,0.0
2471,2471,2471,2011,Two Kisses for Maddy: A Memoir of Loss and Love,['Matthew Logelin'],Memoir & Autobiography,1,0.0,0.03367003367003367,0.12794612794612795,0.3636363636363637,0.4747474747474748,4.2794612794612785,4.03,7561.0,1095.0,https://www.goodreads.com/book/show/9484793-two-kisses-for-maddy?from_choice=true,237.0,0446564303,10.0,2.5625300374779543,11.0,4.0
2472,2472,2472,2011,The Wilder Life: My Adventures in the Lost World of Little House on the Prairie,['Wendy McClure'],Memoir & Autobiography,0,0.016778523489932886,0.07718120805369127,0.3221476510067114,0.3959731543624161,0.1879194630872484,3.6610738255033572,3.53,9768.0,1886.0,https://www.goodreads.com/book/show/8619825-the-wilder-life?from_choice=true,237.0,1594487804,0.0,inf,inf,0.0
2473,2473,2473,2011,The End of Boys,['Peter Brown Hoffmeister'],Memoir & Autobiography,0,0.012903225806451613,0.05161290322580645,0.2064516129032258,0.1935483870967742,0.535483870967742,4.187096774193549,3.89,1405.0,274.0,https://www.goodreads.com/book/show/9756135-the-end-of-boys?from_choice=true,197.0,1593764200,0.0,inf,inf,0.0
2474,2474,2474,2011,"Girls Like Us: Fighting for a World Where Girls are Not for Sale, an Activist Finds Her Calling and Heals Herself",['Rachel Lloyd'],Memoir & Autobiography,0,0.008064516129032258,0.016129032258064516,0.14919354838709678,0.3467741935483871,0.4798387096774194,4.274193548387096,4.31,3461.0,432.0,https://www.goodreads.com/book/show/8584951-girls-like-us?from_choice=true,246.0,0061582050,0.0,inf,inf,0.0
2475,2475,2475,2011,The Pioneer Woman: Black Heels to Tractor Wheels,['Ree Drummond'],Memoir & Autobiography,0,0.02711864406779661,0.09491525423728814,0.2305084745762712,0.4033898305084746,0.2440677966101695,3.742372881355932,4.12,101691.0,5579.0,https://www.goodreads.com/book/show/8483233-the-pioneer-woman?from_choice=true,309.0,0061997161,20.0,0.11073903562445993,2.0,4.0
2476,2476,2476,2011,The Reading Promise: My Father and the Books We Shared,"['Alice Ozma', 'Jim Brozina']",Memoir & Autobiography,0,0.027210884353741496,0.12244897959183673,0.3469387755102041,0.32653061224489793,0.17687074829931973,3.5034013605442182,3.67,5900.0,1436.0,https://www.goodreads.com/book/show/9862827-the-reading-promise?from_choice=true,218.0,0446583774,0.0,inf,inf,0.0
2477,2477,2477,2011,Battle Hymn of the Tiger Mother,['Amy Chua'],Memoir & Autobiography,0,0.020408163265306117,0.1326530612244898,0.4081632653061225,0.3231292517006803,0.11564625850340135,3.3809523809523814,3.66,49003.0,7603.0,https://www.goodreads.com/book/show/9160695-battle-hymn-of-the-tiger-mother?from_choice=true,330.0,1594202842,13.0,1.8908933906242933,22.0,4.0
2478,2478,2478,2011,Life Itself,['Roger Ebert'],Memoir & Autobiography,0,0.017064846416382253,0.07849829351535836,0.2491467576791809,0.4402730375426621,0.2150170648464164,3.7576791808873717,3.99,15210.0,1786.0,https://www.goodreads.com/book/show/10836585-life-itself?from_choice=true,85.0,0446584975,9.0,2.8454585537918877,15.0,4.0
2479,2479,2479,2011,The Chronology of Water,['Lidia Yuknavitch'],Memoir & Autobiography,0,0.0,0.027027027027027032,0.0945945945945946,0.35135135135135137,0.527027027027027,4.378378378378378,3.75,19974.0,3379.0,https://www.goodreads.com/book/show/9214995-the-chronology-of-water?from_choice=true,239.0,0979018838,0.0,inf,inf,0.0
2480,2480,2480,2011,Tolstoy and the Purple Chair: My Year of Magical Reading,['Nina Sankovitch'],Memoir & Autobiography,0,0.027303754266211604,0.13651877133105805,0.3242320819112628,0.30716723549488056,0.20477815699658705,3.525597269624573,3.53,5101.0,1188.0,https://www.goodreads.com/book/show/9476292-tolstoy-and-the-purple-chair?from_choice=true,183.0,0061999849,0.0,inf,inf,0.0
2481,2481,2481,2011,My Lucky Life in and Out of Show Business,['Dick Van Dyke'],Memoir & Autobiography,0,0.0,0.0505050505050505,0.2794612794612795,0.4747474747474748,0.19528619528619529,3.814814814814815,3.89,12438.0,1803.0,https://www.goodreads.com/book/show/9580315-my-lucky-life-in-and-out-of-show-business?from_choice=true,218.0,0307592235,14.0,1.1346767918180989,14.0,4.0
2482,2482,2482,2011,"Then They Came for Me: A Family's Story of Love, Captivity, and Survival",['Maziar Bahari'],Memoir & Autobiography,0,0.004016064257028112,0.004016064257028112,0.1927710843373494,0.37751004016064255,0.42168674698795183,4.208835341365462,4.1,4080.0,380.0,https://www.goodreads.com/book/show/11500827-then-they-came-for-me?from_choice=true,183.0,1400069467,0.0,inf,inf,0.0
2483,2483,2483,2011,The Memory Palace,['Mira Bartok'],Memoir & Autobiography,0,0.06418918918918919,0.10810810810810813,0.3547297297297297,0.2905405405405405,0.18243243243243248,3.418918918918919,3.54,8252.0,1362.0,https://www.goodreads.com/book/show/7840833-the-memory-palace?from_choice=true,330.0,1439183317,11.0,1.723738350769601,15.0,3.0
2484,2484,2484,2011,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,"['Howard E. Wasdin', 'Stephen Templin']",Memoir & Autobiography,0,0.026119402985074626,0.08955223880597014,0.31716417910447764,0.3694029850746269,0.1977611940298508,3.623134328358209,4.04,18045.0,1515.0,https://www.goodreads.com/book/show/9739365-seal-team-six?from_choice=true,211.0,031269945X,3.0,18.666666666666668,25.0,1.0
2485,2485,2485,2011,Here Comes Trouble,['Michael Moore'],Memoir & Autobiography,0,0.027210884353741496,0.04421768707482993,0.15306122448979592,0.4183673469387755,0.35714285714285715,4.034013605442176,3.49,42593.0,1903.0,https://www.goodreads.com/book/show/9428981-here-comes-trouble?from_choice=true,85.0,044653224X,18.0,0.6619752294489148,5.0,5.0
2486,2486,2486,2011,Scaredy Squirrel Has a Birthday Party,['Mélanie Watt'],Picture Books,0,0.005494505494505495,0.02197802197802198,0.1813186813186813,0.4175824175824176,0.3736263736263736,4.131868131868131,4.16,35661.0,3291.0,https://www.goodreads.com/book/show/9314560-scaredy-squirrel-has-a-birthday-party?from_choice=true,309.0,1554534682,0.0,inf,inf,0.0
2487,2487,2487,2011,Hooray for Amanda & Her Alligator!,['Mo Willems'],Picture Books,0,0.0,0.006779661016949152,0.13220338983050847,0.4305084745762712,0.4305084745762712,4.2847457627118635,4.3,479817.0,33286.0,https://www.goodreads.com/book/show/9465166-hooray-for-amanda-her-alligator?from_choice=true,225.0,006200400X,2.0,8.5,8.0,1.0
2488,2488,2488,2011,Won-Ton: A Cat Tale Told in Haiku,"['Lee Wardlaw', 'Eugene Yelchin']",Picture Books,0,0.0,0.027522935779816515,0.1651376146788991,0.40825688073394495,0.3990825688073393,4.178899082568806,3.91,17979.0,3248.0,https://www.goodreads.com/book/show/8411631-won-ton?from_choice=true,295.0,0805089950,0.0,inf,inf,0.0
2489,2489,2489,2011,Perfect Square,['Michael  Hall'],Picture Books,0,0.0,0.010101010101010102,0.1111111111111111,0.4444444444444444,0.4343434343434344,4.303030303030303,4.09,15660.0,2575.0,https://www.goodreads.com/book/show/8471013-perfect-square?from_choice=true,253.0,0061915130,0.0,inf,inf,0.0
2490,2490,2490,2011,If You Give a Dog a Donut,"['Laura Joffe Numeroff', 'Felicia Bond']",Picture Books,0,0.008583690987124462,0.11158798283261803,0.3433476394849785,0.33905579399141633,0.19742489270386265,3.605150214592274,4.23,459224.0,9070.0,https://www.goodreads.com/book/show/10550292-if-you-give-a-dog-a-donut?from_choice=true,64.0,006026683X,7.0,0.1736111111111111,1.0,1.0
2491,2491,2491,2011,Blackout,['John Rocco'],Picture Books,0,0.0,0.01694915254237288,0.13559322033898305,0.4745762711864407,0.3728813559322034,4.203389830508475,4.23,28762.0,3523.0,https://www.goodreads.com/book/show/10168924-blackout?from_choice=true,197.0,1423121902,0.0,inf,inf,0.0
2492,2492,2492,2011,Llama Llama Home with Mama,['Anna Dewdney'],Picture Books,0,0.0,0.032710280373831765,0.2523364485981308,0.4065420560747664,0.308411214953271,3.990654205607477,4.24,92485.0,4774.0,https://www.goodreads.com/book/show/11345770-llama-llama-home-with-mama?from_choice=true,106.0,0670012327,12.0,0.09942619607116136,1.0,1.0
2493,2493,2493,2011,"Skippyjon Jones, Class Action",['Judy Schachner'],Picture Books,0,0.042735042735042736,0.06837606837606837,0.3076923076923077,0.2905982905982906,0.2905982905982906,3.717948717948718,4.2,69998.0,3786.0,https://www.goodreads.com/book/show/10253286-skippyjon-jones-class-action?from_choice=true,148.0,0525422285,11.0,0.10116785413660412,1.0,1.0
2494,2494,2494,2011,Where's Walrus?,['Stephen  Savage'],Picture Books,0,0.010101010101010102,0.006734006734006736,0.15824915824915825,0.4983164983164983,0.3265993265993266,4.1245791245791255,3.82,7112.0,1219.0,https://www.goodreads.com/book/show/9537743-where-s-walrus?from_choice=true,309.0,0439700493,0.0,inf,inf,0.0
2495,2495,2495,2011,I Broke My Trunk!,['Mo Willems'],Picture Books,0,0.0,0.020134228187919462,0.07718120805369127,0.4161073825503356,0.4865771812080537,4.369127516778524,4.3,479911.0,33293.0,https://www.goodreads.com/book/show/8999818-i-broke-my-trunk?from_choice=true,302.0,1423133099,7.0,0.8494047619047621,4.0,1.0
2496,2496,2496,2011,Cloudette,['Tom Lichtenheld'],Picture Books,0,0.0,0.026755852842809364,0.2140468227424749,0.4648829431438127,0.29431438127090304,4.0267558528428085,4.14,57503.0,7284.0,https://www.goodreads.com/book/show/9212014-cloudette?from_choice=true,281.0,0805087761,0.0,inf,inf,0.0
2497,2497,2497,2011,I Want My Hat Back,['Jon Klassen'],Picture Books,0,0.01098901098901099,0.029304029304029307,0.10622710622710622,0.32600732600732596,0.5274725274725275,4.3296703296703285,4.11,146898.0,22164.0,https://www.goodreads.com/book/show/11233988-i-want-my-hat-back?from_choice=true,71.0,0763655988,0.0,inf,inf,0.0
2498,2498,2498,2011,Grandpa Green,['Lane Smith'],Picture Books,0,0.0,0.030612244897959183,0.12244897959183673,0.4149659863945577,0.43197278911564624,4.248299319727892,4.21,331919.0,17264.0,https://www.goodreads.com/book/show/10574666-grandpa-green?from_choice=true,99.0,1596436077,0.0,inf,inf,0.0
2499,2499,2499,2011,When I Grow Up,"['Al Yankovic', 'Wes Hargis']",Picture Books,1,0.008547008547008548,0.02564102564102564,0.14957264957264954,0.41452991452991456,0.4017094017094017,4.175213675213676,4.16,2840.0,628.0,https://www.goodreads.com/book/show/9328233-when-i-grow-up?from_choice=true,309.0,0061926914,6.0,1.0416666666666667,4.0,1.0
2500,2500,2500,2011,Cat Secrets,['Jef Czekaj'],Picture Books,0,0.006734006734006736,0.04040404040404042,0.21212121212121213,0.4444444444444444,0.2962962962962963,3.9831649831649827,3.92,3843.0,624.0,https://www.goodreads.com/book/show/8726737-cat-secrets?from_choice=true,337.0,0061920886,0.0,inf,inf,0.0
2501,2501,2501,2011,Me...Jane,['Patrick McDonnell'],Picture Books,0,0.0033783783783783786,0.01689189189189189,0.0777027027027027,0.3108108108108108,0.5912162162162162,4.469594594594595,4.16,36620.0,4609.0,https://www.goodreads.com/book/show/9642662-me-jane?from_choice=true,246.0,0316045462,7.0,1.2476190476190478,4.0,1.0
2502,2502,2502,2011,You Will Be My Friend!,['Peter  Brown'],Picture Books,0,0.022556390977443608,0.04887218045112782,0.21428571428571427,0.3872180451127821,0.32706766917293234,3.947368421052632,4.15,72888.0,9609.0,https://www.goodreads.com/book/show/11051230-you-will-be-my-friend?from_choice=true,93.0,0316070300,2.0,10.0,10.0,1.0
2503,2503,2503,2011,Say Hello to Zorro!,['Carter Goodrich'],Picture Books,0,0.00625,0.01875,0.14375,0.5125,0.31875,4.11875,4.09,6684.0,980.0,https://www.goodreads.com/book/show/9771739-say-hello-to-zorro?from_choice=true,260.0,1416938931,0.0,inf,inf,0.0
2504,2504,2504,2011,Little White Rabbit,['Kevin Henkes'],Picture Books,0,0.0,0.011152416356877323,0.1449814126394052,0.4646840148698885,0.379182156133829,4.211895910780669,4.13,218767.0,16377.0,https://www.goodreads.com/book/show/8471012-little-white-rabbit?from_choice=true,316.0,0062006428,5.0,2.4166666666666665,8.0,1.0
2505,2505,2505,2011,Queen of the Falls,['Chris Van Allsburg'],Picture Books,0,0.0,0.033210332103321034,0.22878228782287824,0.4280442804428044,0.30996309963099633,4.014760147601477,4.22,289605.0,10402.0,https://www.goodreads.com/book/show/9211991-queen-of-the-falls?from_choice=true,247.0,0547315813,0.0,inf,inf,0.0
2506,2506,2506,2011,Gabriel's Inferno,['Sylvain Reynard'],Romance,0,0.02356902356902357,0.030303030303030307,0.05387205387205387,0.2053872053872054,0.6868686868686869,4.501683501683503,4.11,296504.0,16663.0,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno?from_choice=true,247.0,1936305623,0.0,inf,inf,0.0
2507,2507,2507,2011,Chasing Fire,['Nora Roberts'],Romance,0,0.020202020202020204,0.03367003367003367,0.2895622895622896,0.4511784511784512,0.2053872053872054,3.787878787878788,4.08,3641583.0,142489.0,https://www.goodreads.com/book/show/9410421-chasing-fire?from_choice=true,239.0,0399157441,0.0,inf,inf,0.0
2508,2508,2508,2011,Eternal Rider,['Larissa Ione'],Romance,0,0.0033444816053511705,0.006688963210702341,0.10702341137123746,0.411371237458194,0.4715719063545151,4.34113712374582,4.24,301377.0,17387.0,https://www.goodreads.com/book/show/8843801-eternal-rider?from_choice=true,250.0,044657449X,4.0,13.666666666666668,15.0,3.0
2509,2509,2509,2011,The Darkest Surrender,['Gena Showalter'],Romance,0,0.003367003367003368,0.016835016835016838,0.1111111111111111,0.4107744107744108,0.4579124579124579,4.303030303030303,4.16,854780.0,49050.0,https://www.goodreads.com/book/show/8038219-the-darkest-surrender?from_choice=true,71.0,0373775814,6.0,2.7916666666666665,7.0,4.0
2510,2510,2510,2011,Call Me Irresistible,['Susan Elizabeth Phillips'],Romance,0,0.013422818791946308,0.0436241610738255,0.2080536912751678,0.4161073825503356,0.3187919463087248,3.9832214765100673,4.04,470592.0,25778.0,https://www.goodreads.com/book/show/8437379-call-me-irresistible?from_choice=true,323.0,0061351520,8.0,1.4011656746031746,6.0,4.0
2511,2511,2511,2011,Dreams of a Dark Warrior,['Kresley Cole'],Romance,0,0.0033444816053511705,0.010033444816053512,0.11705685618729098,0.35785953177257523,0.5117056856187291,4.3645484949832785,4.28,812184.0,45081.0,https://www.goodreads.com/book/show/8534799-dreams-of-a-dark-warrior?from_choice=true,295.0,1439136807,9.0,0.9918926366843032,1.0,4.0
2512,2512,2512,2011,A Lot like Love,['Julie James'],Romance,0,0.0033444816053511705,0.020066889632107024,0.11705685618729098,0.4180602006688963,0.4414715719063545,4.274247491638796,3.99,223678.0,13360.0,https://www.goodreads.com/book/show/8419428-a-lot-like-love?from_choice=true,281.0,English,inf,inf,inf,0
2513,2513,2513,2011,Archangel's Blade,['Nalini Singh'],Romance,0,0.0013888888888888892,0.04305555555555556,0.10972222222222222,0.3763888888888889,0.4694444444444445,4.269444444444445,4.2,900390.0,61048.0,https://www.goodreads.com/book/show/8074967-archangel-s-blade?from_choice=true,92.0,English,246.0,0.47560975609756095,15.0,4
2514,2514,2514,2011,The Orchid Affair,['Lauren Willig'],Romance,0,0.0033333333333333327,0.016666666666666666,0.2433333333333333,0.5133333333333333,0.22333333333333333,3.9366666666666665,3.82,141440.0,15253.0,https://www.goodreads.com/book/show/8111651-the-orchid-affair?from_choice=true,321.0,0525951997,1.0,30.0,30.0,1.0
2515,2515,2515,2011,When Beauty Tamed the Beast,['Eloisa James'],Romance,0,0.0,0.006666666666666667,0.09666666666666666,0.38666666666666666,0.51,4.4,3.83,261374.0,22261.0,https://www.goodreads.com/book/show/8449698-when-beauty-tamed-the-beast?from_choice=true,316.0,0062021273,7.0,3.76468253968254,10.0,4.0
2516,2516,2516,2011,Dragon Bound,['Thea Harrison'],Romance,0,0.006802721088435374,0.023809523809523808,0.0782312925170068,0.3333333333333333,0.5578231292517006,4.41156462585034,4.07,179941.0,13912.0,https://www.goodreads.com/book/show/9637479-dragon-bound?from_choice=true,218.0,0425241505,0.0,inf,inf,0.0
2517,2517,2517,2011,Hot Head,['Damon Suede'],Romance,0,0.002958579881656805,0.02366863905325444,0.1301775147928994,0.3520710059171598,0.4911242603550296,4.3047337278106514,3.97,21721.0,3274.0,https://www.goodreads.com/book/show/10506237-hot-head?from_choice=true,175.0,1615819495,0.0,inf,inf,0.0
2518,2518,2518,2011,Fifty Shades of Grey,['E.L. James'],Romance,0,0.061016949152542375,0.030508474576271188,0.09830508474576273,0.16271186440677965,0.6474576271186441,4.305084745762712,3.77,3392532.0,155860.0,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey?from_choice=true,196.0,1612130291,0.0,inf,inf,0.0
2519,2519,2519,2011,Lover Unleashed,['J.R. Ward'],Romance,1,0.006711409395973154,0.020134228187919462,0.15771812080536912,0.4429530201342282,0.3724832214765101,4.154362416107381,4.3,1853448.0,104336.0,https://www.goodreads.com/book/show/8492319-lover-unleashed?from_choice=true,253.0,0451233166,19.0,0.11733925119096285,2.0,5.0
2520,2520,2520,2011,Breaking Point,['Pamela Clare'],Romance,0,0.0,0.003367003367003368,0.057239057239057235,0.2491582491582492,0.6902356902356902,4.626262626262626,4.15,101809.0,9833.0,https://www.goodreads.com/book/show/9314304-breaking-point?from_choice=true,218.0,0425240517,0.0,inf,inf,0.0
2521,2521,2521,2011,Kiss of Snow,['Nalini Singh'],Romance,0,0.0,0.006734006734006736,0.0707070707070707,0.2727272727272727,0.6498316498316499,4.565656565656567,4.2,900132.0,61033.0,https://www.goodreads.com/book/show/9650938-kiss-of-snow?from_choice=true,190.0,0425242099,5.0,7.116666666666667,9.0,4.0
2522,2522,2522,2011,Deeper Than Midnight,['Lara Adrian'],Romance,0,0.0,0.027027027027027032,0.1925675675675676,0.4391891891891892,0.34121621621621623,4.094594594594596,4.17,394499.0,20236.0,https://www.goodreads.com/book/show/8150317-deeper-than-midnight?from_choice=true,162.0,0440246113,5.0,1.5,3.0,4.0
2523,2523,2523,2011,Just Like Heaven,['Julia Quinn'],Romance,0,0.006734006734006736,0.02356902356902357,0.2525252525252525,0.4276094276094276,0.2895622895622896,3.9696969696969697,3.97,675716.0,38167.0,https://www.goodreads.com/book/show/9571478-just-like-heaven?from_choice=true,190.0,006149190X,11.0,0.5125683421516755,2.0,4.0
2524,2524,2524,2011,Big Bad Beast,['Shelly Laurenston'],Romance,0,0.0033333333333333327,0.02,0.12,0.38333333333333336,0.4733333333333333,4.303333333333334,4.21,223788.0,13983.0,https://www.goodreads.com/book/show/8538297-big-bad-beast?from_choice=true,220.0,0758231709,2.0,24.5,20.0,2.0
2525,2525,2525,2011,Retribution,['Sherrilyn Kenyon'],Romance,0,0.043478260869565216,0.07692307692307693,0.2508361204013378,0.35785953177257523,0.2709030100334448,3.7357859531772575,4.23,1393390.0,63548.0,https://www.goodreads.com/book/show/9065265-retribution?from_choice=true,127.0,0312546602,8.0,0.9161954365079366,4.0,4.0
2526,2526,2526,2011,Bossypants,['Tina Fey'],Humor,1,0.0,0.026845637583892617,0.1644295302013423,0.4832214765100672,0.325503355704698,4.10738255033557,3.95,770061.0,38087.0,https://www.goodreads.com/book/show/9418327-bossypants?from_choice=true,246.0,English,218.0,0.0,inf,0
2527,2527,2527,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),['Mindy Kaling'],Humor,0,0.006756756756756757,0.06418918918918919,0.2668918918918919,0.4966216216216216,0.16554054054054054,3.75,3.87,547016.0,31988.0,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me?from_choice=true,36.0,0307886263,0.0,inf,inf,0.0
2528,2528,2528,2011,It Looked Different on the Model: Epic Tales of Impending Shame and Infamy,['Laurie Notaro'],Humor,0,0.02348993288590604,0.05704697986577181,0.3288590604026846,0.4026845637583893,0.1879194630872484,3.674496644295302,3.85,78841.0,6203.0,https://www.goodreads.com/book/show/9673577-it-looked-different-on-the-model?from_choice=true,134.0,0345510992,2.0,30.0,29.0,1.0
2529,2529,2529,2011,Lies That Chelsea Handler Told Me,['Chelsea Handler'],Humor,0,0.02,0.11333333333333333,0.2933333333333333,0.3933333333333333,0.18,3.6,3.81,392248.0,21137.0,https://www.goodreads.com/book/show/10041004-lies-that-chelsea-handler-told-me?from_choice=true,211.0,0446584711,12.0,1.7073774492611298,18.0,4.0
2530,2530,2530,2011,The Real Macaw,['Donna Andrews'],Humor,0,0.003367003367003368,0.0505050505050505,0.2962962962962963,0.4713804713804714,0.17845117845117844,3.771043771043772,3.94,90552.0,7890.0,https://www.goodreads.com/book/show/9965550-the-real-macaw?from_choice=true,141.0,0312621205,0.0,inf,inf,0.0
2531,2531,2531,2011,The Day I Wore My Panties Inside Out,['Jen Tucker'],Humor,0,0.045454545454545456,0.09090909090909093,0.045454545454545456,0.09090909090909093,0.7272727272727273,4.363636363636363,4.01,142.0,37.0,https://www.goodreads.com/book/show/12306447-the-day-i-wore-my-panties-inside-out?from_choice=true,51.0,0983360766,0.0,inf,inf,0.0
2532,2532,2532,2011,2030: The Real Story of What Happens to America,['Albert Brooks'],Humor,0,0.020338983050847456,0.14915254237288136,0.2983050847457627,0.3152542372881356,0.21694915254237288,3.5593220338983054,3.47,5251.0,961.0,https://www.goodreads.com/book/show/9875493-2030?from_choice=true,211.0,0312583729,8.0,4.703149801587301,14.0,3.0
2533,2533,2533,2011,This is a Book,['Demetri Martin'],Humor,0,0.02,0.08333333333333333,0.3033333333333333,0.41,0.18333333333333326,3.653333333333333,3.81,9564.0,1168.0,https://www.goodreads.com/book/show/9452338-this-is-a-book?from_choice=true,226.0,0446539708,20.0,1.2014965062112908,13.0,3.0
2534,2534,2534,2011,Seriously... I'm Kidding,['Ellen DeGeneres'],Humor,0,0.03355704697986577,0.2114093959731544,0.3355704697986577,0.2684563758389262,0.15100671140939598,3.2919463087248317,3.71,113173.0,8750.0,https://www.goodreads.com/book/show/11230081-seriously-i-m-kidding?from_choice=true,64.0,0446585025,0.0,inf,inf,0.0
2535,2535,2535,2011,"God, No! Signs You May Already Be an Atheist and Other Magical Tales",['Penn Jillette'],Humor,0,0.04745762711864407,0.10508474576271186,0.2779661016949153,0.4576271186440678,0.11186440677966104,3.48135593220339,4.04,52137.0,2464.0,https://www.goodreads.com/book/show/8495145-god-no-signs-you-may-already-be-an-atheist-and-other-magical-tales?from_choice=true,113.0,145161036X,13.0,2.3747477764969083,9.0,4.0
